is_primary_school,is_middle_school,distance_to_subway_station,distance_to_bus_station,distance_to_parking_lot,distance_to_coach_station
1,0,0.84,0.25,0.08,0.76
0,1,0.67,0.17,0.08,0.42
1,0,0.17,0.17,0.00,0.67
0,1,12.74,0.25,0.00,0.42
0,1,0.67,0.08,0.08,1.10
1,0,0.51,0.25,0.08,1.27
0,1,1.52,0.17,0.25,2.62
0,1,1.86,0.42,0.17,3.46
1,0,1.77,0.59,0.34,4.30
1,0,2.28,0.59,0.25,4.39
0,1,1.52,0.25,0.25,5.57
1,0,9.53,0.42,0.25,5.91
1,0,0.51,0.42,0.25,6.24
0,1,0.42,0.17,0.08,6.41
1,0,0.59,0.25,0.08,1.43
1,0,0.17,0.25,0.00,1.10
1,0,0.08,0.17,0.08,1.10
0,1,0.17,0.25,0.08,1.18
0,1,0.34,0.00,0.00,1.77
1,0,0.51,0.17,0.08,2.28
1,0,0.25,0.08,0.17,2.02
1,0,0.34,0.08,0.08,3.46
1,0,0.51,0.25,0.00,2.70
0,1,9.62,0.17,0.08,4.30
1,0,0.51,0.17,0.08,4.22
0,1,9.62,0.17,0.08,4.30
1,0,0.84,0.08,0.08,4.13
1,0,0.84,0.17,0.08,3.96
1,0,1.10,0.17,0.00,3.80
0,1,0.76,0.17,0.08,2.78
0,1,0.76,0.17,0.08,2.70
0,1,0.67,0.42,0.08,1.35
1,0,0.59,0.42,0.08,1.27
1,0,0.51,0.34,0.08,1.10
1,0,0.51,0.25,0.08,1.10
0,1,0.84,0.17,0.08,1.35
1,0,0.93,0.17,0.08,1.18
1,0,0.93,0.17,0.08,1.18
0,1,0.67,0.25,0.08,1.60
1,0,0.76,0.25,0.00,1.69
0,1,11.89,0.17,0.08,0.51
1,0,1.01,0.17,0.08,0.76
0,1,11.98,0.08,0.08,0.34
1,0,11.81,0.17,0.08,0.59
0,1,11.98,0.00,0.00,0.42
1,0,0.59,0.08,0.08,1.77
0,1,0.17,0.17,0.08,1.69
1,0,2.02,0.25,0.42,5.15
0,1,0.59,0.34,0.34,5.15
1,0,1.94,0.08,0.67,5.06
0,1,31.55,0.08,0.17,2.36
0,1,10.63,0.17,1.69,4.47
0,1,8.27,0.17,0.51,6.58
0,1,0.25,0.08,0.08,1.52
1,0,0.25,0.17,0.00,1.01
0,1,0.34,0.17,0.08,2.02
1,0,0.34,0.25,0.08,2.11
0,1,0.25,0.17,0.08,2.62
0,1,0.17,0.25,0.08,2.70
0,1,0.17,0.25,0.08,2.70
0,1,0.42,0.17,0.08,3.96
0,1,0.25,0.25,0.00,3.88
0,1,0.42,0.17,0.08,3.96
1,0,0.42,0.34,0.08,3.88
1,0,0.42,0.34,0.08,3.88
0,1,0.51,0.25,0.08,3.96
1,0,0.51,0.17,0.00,3.54
1,0,0.67,0.25,0.00,3.96
0,1,0.67,0.17,0.08,4.05
1,0,0.42,0.25,0.08,3.63
1,0,0.25,0.17,0.08,3.37
1,0,0.51,0.34,0.08,3.21
1,0,0.25,0.17,0.08,3.04
1,0,0.34,0.25,0.08,3.46
0,1,0.42,0.25,0.08,2.11
1,0,0.34,0.25,0.00,2.19
0,1,0.34,0.17,0.08,2.19
1,0,0.34,0.08,0.08,2.28
0,1,0.42,0.17,0.08,2.19
1,0,0.34,0.25,0.08,1.94
0,1,0.51,0.17,0.08,2.45
0,1,0.51,0.17,0.08,2.45
1,0,0.42,0.25,0.08,1.94
0,1,0.34,0.34,0.08,2.11
1,0,11.39,0.34,0.08,0.93
0,1,0.34,0.08,0.08,1.52
0,1,0.42,0.25,0.00,1.60
1,0,0.51,0.25,0.08,1.60
0,1,0.42,0.17,0.00,1.27
1,0,0.34,0.17,0.08,1.10
1,0,0.93,0.25,0.25,2.11
1,0,0.93,0.00,0.00,1.94
0,1,1.10,0.08,0.08,1.94
0,1,0.59,0.59,0.08,2.28
0,1,0.34,0.42,0.34,2.11
0,1,0.34,0.25,0.17,3.29
1,0,0.17,0.25,0.08,3.71
0,1,0.42,0.17,0.42,3.04
1,0,2.11,0.08,0.17,5.65
1,0,31.72,0.17,0.42,2.62
1,0,14.85,0.17,0.25,5.31
1,0,11.14,0.42,1.27,4.30
1,0,9.36,0.59,1.86,5.74
1,0,5.82,0.34,0.67,4.47
1,0,4.72,0.25,0.17,3.71
1,0,1.86,0.34,0.25,5.31
0,1,14.51,0.34,0.17,5.74
0,1,14.26,0.34,0.25,5.48
0,1,0.93,0.17,0.08,1.69
1,0,0.76,0.25,0.08,1.77
1,0,0.17,0.17,0.08,0.93
1,0,0.42,0.08,0.08,1.01
1,0,0.59,0.17,0.08,0.59
0,1,0.59,0.17,0.08,0.84
1,0,0.51,0.17,0.08,0.51
0,1,0.76,0.08,0.08,0.67
1,0,0.42,0.08,0.08,1.60
0,1,0.42,0.17,0.08,2.11
1,0,0.25,0.17,0.00,2.36
0,1,0.51,0.25,0.00,2.70
1,0,0.51,0.17,0.08,2.62
0,1,0.51,0.17,0.08,2.70
0,1,0.59,0.17,0.08,2.70
0,1,0.84,0.25,0.08,3.04
1,0,0.51,0.08,0.08,3.37
1,0,0.42,0.34,0.08,3.21
1,0,0.51,0.25,0.08,2.62
0,1,0.42,0.25,0.08,3.12
0,1,0.42,0.17,0.17,2.87
0,1,0.59,0.34,0.17,2.62
1,0,0.42,0.25,0.08,2.78
1,0,0.34,0.25,0.08,2.62
1,0,0.59,0.17,0.00,2.28
0,1,0.51,0.17,0.08,2.78
1,0,0.51,0.17,0.00,2.62
1,0,0.42,0.25,0.00,2.19
0,1,0.42,0.17,0.00,2.45
1,0,0.42,0.17,0.08,2.36
1,0,0.42,0.17,0.00,2.11
1,0,0.51,0.08,0.08,1.77
0,1,0.67,0.17,0.08,1.86
1,0,0.42,0.25,0.08,1.52
0,1,0.42,0.25,0.08,1.43
0,1,0.17,0.17,0.08,1.52
1,0,0.51,0.17,0.08,1.43
1,0,0.59,0.08,0.08,1.27
1,0,0.42,0.08,0.08,1.43
1,0,0.34,0.08,0.08,1.43
0,1,0.34,0.17,0.08,2.28
1,0,9.79,0.17,0.08,2.36
1,0,0.42,0.25,0.00,2.02
1,0,0.42,0.17,0.08,0.84
1,0,0.67,0.08,0.08,0.17
1,0,0.59,0.17,0.00,0.42
0,1,0.34,0.25,0.08,0.67
0,1,0.84,0.17,0.17,0.34
1,0,1.10,0.08,0.08,0.84
1,0,1.18,0.08,0.08,0.84
0,1,0.84,0.17,0.17,0.34
1,0,1.27,0.17,0.17,2.87
0,1,0.76,0.08,0.17,1.35
0,1,0.67,0.17,0.25,1.43
1,0,2.36,0.17,1.10,3.71
1,0,1.60,0.08,0.67,3.29
1,0,5.23,0.51,2.02,6.41
1,0,4.13,0.08,0.08,4.81
0,1,3.63,0.17,0.17,4.22
1,0,3.71,0.17,0.08,3.54
1,0,3.37,0.08,0.42,3.71
1,0,3.37,0.25,0.17,3.88
1,0,2.11,0.08,0.08,2.95
1,0,2.36,0.17,0.25,4.72
1,0,2.11,0.08,0.08,5.40
0,1,2.19,0.42,0.08,4.64
1,0,1.52,0.67,0.25,3.54
0,1,0.34,0.08,0.08,2.28
1,0,0.17,0.17,0.08,1.52
1,0,0.59,0.25,0.00,2.53
0,1,1.01,0.25,0.08,2.11
1,0,1.10,0.34,0.08,2.11
1,0,0.84,0.17,0.08,2.78
1,0,1.18,0.08,0.08,1.86
0,1,0.93,0.08,0.00,2.19
0,1,1.01,0.08,0.08,1.86
0,1,0.67,0.17,0.08,2.62
1,0,0.67,0.08,0.08,1.94
1,0,0.67,0.25,0.08,2.02
1,0,0.59,0.34,0.08,2.19
1,0,0.34,0.25,0.08,1.35
0,1,0.34,0.17,0.08,1.10
1,0,0.51,0.25,0.08,1.18
0,1,0.34,0.17,0.08,1.10
0,1,0.67,0.08,0.08,1.69
1,0,7.59,0.17,0.08,1.86
1,0,0.51,0.17,0.08,1.43
0,1,0.34,0.00,0.08,1.35
0,1,0.51,0.17,0.08,0.67
1,0,0.17,0.17,0.08,1.10
1,0,0.34,0.17,0.08,1.18
1,0,0.59,0.08,0.08,0.67
0,1,0.34,0.17,0.08,0.84
1,0,0.34,0.17,0.08,0.76
0,1,0.67,0.17,0.08,0.34
1,0,0.34,0.17,0.00,1.01
0,1,0.59,0.17,0.00,0.67
1,0,0.42,0.17,0.00,0.84
1,0,0.84,0.17,0.08,1.18
0,1,9.36,0.08,0.08,1.94
0,1,9.36,0.08,0.08,1.94
1,0,0.76,0.34,0.00,2.11
0,1,1.01,0.08,0.08,0.59
0,1,1.10,0.08,0.08,0.76
0,1,1.10,0.17,0.08,0.67
1,0,1.01,0.17,0.00,1.10
1,0,0.76,0.25,0.34,1.60
1,0,0.76,0.34,0.25,2.02
1,0,0.76,0.34,0.25,2.11
0,1,1.01,0.25,0.25,2.28
1,0,0.67,0.08,0.34,1.86
1,0,1.01,0.00,0.17,2.11
1,0,0.67,0.17,0.25,0.59
1,0,2.28,0.25,0.17,3.46
1,0,4.39,0.34,0.51,4.64
1,0,4.72,0.25,1.35,5.82
0,1,34.93,0.17,0.08,5.91
1,0,4.72,0.08,0.17,5.23
0,1,4.05,0.25,0.17,5.82
1,0,2.87,0.08,0.42,3.37
1,0,1.69,0.17,0.84,1.86
0,1,1.86,0.08,0.08,2.78
1,0,1.77,0.42,0.00,4.81
0,1,1.27,0.25,0.08,4.22
1,0,0.25,0.17,0.08,2.45
0,1,0.59,0.42,0.08,2.19
0,1,0.42,0.17,0.17,2.53
1,0,0.51,0.17,0.08,2.53
1,0,0.59,0.17,0.08,2.02
1,0,0.51,0.25,0.08,2.11
0,1,0.59,0.42,0.08,2.28
0,1,0.34,0.08,0.00,2.87
0,1,0.42,0.34,0.08,2.36
1,0,0.34,0.34,0.00,2.36
0,1,1.10,0.08,0.08,2.36
1,0,0.76,0.08,0.08,2.02
1,0,0.76,0.08,0.08,2.02
1,0,0.76,0.08,0.08,2.02
1,0,0.67,0.00,0.08,1.27
1,0,1.01,0.25,0.00,1.60
0,1,0.25,0.08,0.00,1.35
0,1,0.25,0.08,0.08,1.43
1,0,0.25,0.08,0.08,1.43
0,1,0.34,0.17,0.00,1.43
0,1,0.84,0.25,0.08,1.43
1,0,0.76,0.08,0.08,1.52
1,0,0.17,0.17,0.08,0.76
0,1,0.59,0.25,0.08,1.01
0,1,0.76,0.25,0.08,0.93
0,1,0.76,0.25,0.08,1.27
0,1,0.59,0.08,0.08,1.18
0,1,0.59,0.08,0.08,1.18
0,1,0.59,0.34,0.17,0.59
1,0,0.67,0.34,0.08,0.51
1,0,0.59,0.34,0.17,0.67
1,0,0.42,0.25,0.08,1.35
0,1,6.33,0.34,0.08,1.35
0,1,0.42,0.17,0.08,1.27
0,1,0.42,0.34,0.08,1.35
1,0,0.51,0.17,0.08,0.76
0,1,0.59,0.17,0.08,1.18
1,0,0.25,0.25,0.08,1.43
1,0,0.59,0.17,0.08,0.76
1,0,0.17,0.17,0.08,0.93
0,1,0.17,0.17,0.08,0.93
0,1,0.51,0.25,0.08,0.42
0,1,0.84,0.17,0.00,0.17
1,0,0.76,0.25,0.08,0.17
0,1,0.59,0.25,0.08,0.59
0,1,0.76,0.17,0.00,1.35
1,0,0.84,0.17,0.00,1.35
1,0,0.59,0.34,0.08,0.59
1,0,1.01,0.25,0.00,1.52
0,1,0.76,0.25,0.08,2.02
0,1,1.18,0.17,0.08,1.52
1,0,0.93,0.25,0.00,1.86
1,0,0.34,0.17,0.08,2.36
0,1,0.17,0.17,0.00,2.53
1,0,0.93,0.34,0.08,1.52
0,1,0.67,0.25,0.34,1.86
0,1,0.59,0.17,0.08,0.59
1,0,2.36,0.08,0.17,1.43
1,0,2.78,0.51,0.34,1.35
0,1,3.37,0.17,0.17,1.69
0,1,3.46,0.34,0.51,3.29
1,0,3.63,0.17,0.17,3.96
1,0,43.45,0.25,3.54,3.71
1,0,24.21,0.08,3.37,0.51
1,0,20.75,0.08,2.53,5.06
1,0,4.47,0.08,0.34,3.88
1,0,3.71,0.17,0.17,5.82
1,0,3.63,0.17,0.25,5.23
1,0,3.12,0.25,0.17,5.91
0,1,2.87,0.17,0.08,5.65
0,1,3.04,0.08,0.17,5.65
1,0,1.52,0.42,0.17,3.54
1,0,1.86,0.17,0.17,2.70
0,1,1.69,0.08,0.34,3.04
1,0,1.18,0.42,0.34,1.69
0,1,0.93,0.42,0.34,0.93
0,1,0.93,0.17,0.17,1.27
1,0,0.51,0.17,0.17,1.52
1,0,0.59,0.17,0.08,2.62
1,0,0.67,0.25,0.08,3.46
1,0,1.01,0.59,0.34,4.22
1,0,0.34,0.25,0.08,4.05
1,0,0.42,0.34,0.08,3.46
0,1,0.59,0.08,0.08,2.87
1,0,0.76,0.34,0.08,2.78
0,1,0.34,0.08,0.08,3.46
0,1,0.59,0.17,0.08,3.12
0,1,0.59,0.17,0.08,3.12
0,1,0.59,0.25,0.08,3.29
1,0,0.34,0.25,0.08,2.28
0,1,0.25,0.17,0.08,1.69
1,0,0.25,0.25,0.17,1.60
1,0,0.34,0.25,0.17,1.69
0,1,0.51,0.25,0.00,0.59
1,0,0.42,0.08,0.08,0.76
1,0,0.51,0.25,0.08,0.59
1,0,0.51,0.25,0.08,0.59
1,0,0.59,0.34,0.00,0.59
1,0,0.42,0.34,0.00,0.93
0,1,0.17,0.08,0.08,1.18
0,1,0.17,0.17,0.08,1.18
0,1,0.17,0.17,0.08,1.18
0,1,0.17,0.17,0.08,1.27
0,1,0.08,0.08,0.08,1.18
0,1,0.17,0.17,0.08,1.27
1,0,0.42,0.00,0.08,1.10
0,1,0.17,0.17,0.08,1.27
1,0,0.42,0.08,0.08,1.69
0,1,0.42,0.25,0.17,1.18
1,0,0.51,0.34,0.08,0.67
1,0,0.51,0.42,0.00,0.93
1,0,0.42,0.08,0.08,0.42
1,0,5.57,0.25,0.17,0.42
1,0,0.34,0.34,0.25,0.51
0,1,0.51,0.08,0.08,0.42
0,1,0.25,0.08,0.17,0.51
1,0,0.34,0.25,0.08,0.76
0,1,0.34,0.25,0.08,1.52
1,0,0.51,0.08,0.00,1.18
1,0,0.51,0.08,0.08,1.18
0,1,0.25,0.17,0.08,1.43
1,0,0.51,0.34,0.25,1.18
1,0,6.16,0.17,0.08,1.35
1,0,0.08,0.17,0.00,1.60
0,1,0.59,0.17,0.17,0.93
0,1,0.51,0.17,0.08,1.35
1,0,0.34,0.17,0.08,1.18
0,1,0.51,0.34,0.08,1.35
1,0,0.42,0.17,0.08,1.27
1,0,0.34,0.34,0.08,1.27
1,0,0.25,0.17,0.00,1.35
0,1,0.42,0.25,0.08,2.28
0,1,7.93,0.34,0.08,1.77
1,0,7.93,0.25,0.00,1.94
1,0,0.25,0.34,0.00,1.94
1,0,0.51,0.17,0.08,2.53
1,0,0.34,0.25,0.08,2.02
1,0,0.51,0.17,0.00,1.69
0,1,0.25,0.25,0.08,2.19
1,0,0.17,0.17,0.08,2.02
1,0,1.01,0.34,0.00,1.35
1,0,1.18,0.34,0.08,1.52
0,1,1.10,0.25,0.08,1.86
1,0,1.18,0.51,0.00,2.19
1,0,1.77,0.17,0.25,1.86
1,0,2.02,0.08,0.08,0.93
1,0,2.78,0.17,0.17,1.18
0,1,2.70,0.00,0.08,1.69
0,1,3.12,0.25,0.08,3.96
1,0,4.89,0.17,0.25,3.21
0,1,2.36,0.17,0.08,5.48
1,0,2.36,0.08,0.08,5.48
0,1,1.27,0.17,0.17,4.13
1,0,1.35,0.17,0.25,2.28
0,1,1.01,0.42,0.25,1.52
1,0,0.34,0.17,0.08,0.76
0,1,0.59,0.17,0.17,0.42
1,0,0.67,0.17,0.08,0.51
0,1,0.59,0.25,0.08,2.11
1,0,0.25,0.17,0.08,1.69
1,0,0.76,0.17,0.08,2.45
1,0,0.59,0.25,0.08,4.47
0,1,0.84,0.17,0.00,5.99
0,1,11.89,0.17,0.08,6.07
1,0,0.76,0.25,0.17,5.74
0,1,0.67,0.17,0.08,3.88
1,0,0.34,0.34,0.08,4.05
1,0,0.34,0.34,0.08,4.05
0,1,0.84,0.17,0.08,4.22
1,0,0.84,0.08,0.08,3.96
0,1,0.51,0.17,0.08,3.71
0,1,0.51,0.17,0.08,3.63
1,0,0.42,0.17,0.08,3.54
1,0,0.42,0.17,0.00,3.21
1,0,0.84,0.08,0.00,2.70
0,1,0.34,0.25,0.08,2.62
1,0,0.59,0.25,0.08,3.12
0,1,0.17,0.17,0.08,2.45
1,0,0.34,0.17,0.17,2.45
1,0,0.42,0.17,0.08,1.43
0,1,0.34,0.17,0.08,1.69
1,0,0.42,0.08,0.08,1.52
0,1,0.25,0.08,0.08,1.69
0,1,0.34,0.17,0.08,1.27
1,0,0.25,0.17,0.00,0.34
1,0,0.67,0.17,0.08,0.84
1,0,0.59,0.34,0.08,0.51
0,1,0.59,0.34,0.08,0.51
1,0,0.76,0.17,0.08,0.67
1,0,0.59,0.08,0.08,0.42
0,1,0.51,0.42,0.08,0.51
0,1,0.34,0.08,0.08,1.52
1,0,0.51,0.25,0.08,1.10
1,0,0.34,0.25,0.08,1.18
1,0,0.59,0.17,0.08,1.01
1,0,0.51,0.17,0.08,1.01
0,1,0.59,0.08,0.00,0.93
0,1,0.51,0.08,0.08,0.84
0,1,0.25,0.08,0.08,1.52
0,1,0.51,0.08,0.08,1.77
0,1,0.42,0.08,0.08,1.86
1,0,0.42,0.08,0.08,1.69
1,0,0.67,0.17,0.08,1.94
1,0,0.67,0.17,0.17,1.01
1,0,0.67,0.17,0.08,0.93
0,1,0.08,0.08,0.08,1.18
1,0,4.72,0.25,0.08,1.27
1,0,0.17,0.08,0.17,1.01
1,0,0.42,0.17,0.08,1.35
0,1,0.34,0.25,0.08,1.60
1,0,0.42,0.17,0.08,1.35
1,0,0.34,0.08,0.00,1.43
0,1,0.51,0.34,0.08,1.77
1,0,0.51,0.17,0.17,1.52
1,0,0.51,0.34,0.08,2.02
1,0,0.42,0.25,0.08,2.11
1,0,0.25,0.34,0.00,1.94
0,1,0.34,0.17,0.00,2.53
1,0,0.59,0.17,0.08,2.53
0,1,0.42,0.17,0.08,2.19
1,0,0.34,0.17,0.00,2.02
1,0,0.17,0.08,0.00,2.19
1,0,0.51,0.17,0.00,2.53
1,0,0.76,0.25,0.08,1.43
0,1,0.67,0.17,0.08,1.35
0,1,0.42,0.17,0.00,1.01
0,1,0.42,0.17,0.00,1.01
0,1,0.25,0.17,0.08,1.01
0,1,0.34,0.17,0.08,1.27
1,0,0.42,0.17,0.00,1.43
1,0,0.59,0.17,0.08,0.93
1,0,0.59,0.25,0.00,0.93
0,1,0.42,0.17,0.08,1.43
1,0,11.05,0.25,0.08,1.52
1,0,0.17,0.17,0.08,1.27
1,0,0.42,0.17,0.08,1.86
1,0,0.67,0.42,0.08,0.76
1,0,0.67,0.08,0.08,0.84
0,1,1.52,0.51,0.42,1.60
1,0,1.69,0.25,0.08,1.94
1,0,0.25,0.08,0.08,3.96
0,1,0.76,0.25,0.08,4.47
1,0,0.17,0.17,0.08,5.23
1,0,1.94,0.76,0.76,2.87
0,1,0.93,0.17,0.17,4.72
1,0,0.84,0.34,0.17,4.47
1,0,0.59,0.42,0.25,0.42
1,0,0.76,0.17,0.00,1.77
0,1,0.76,0.08,0.00,1.94
1,0,0.51,0.17,0.17,2.11
0,1,0.42,0.17,0.17,2.02
0,1,1.01,0.17,0.08,2.78
1,0,1.01,0.08,0.08,2.95
0,1,15.44,0.25,0.08,2.28
1,0,15.44,0.25,0.08,2.28
1,0,1.01,0.17,0.08,3.21
1,0,1.18,0.17,0.17,5.82
1,0,0.76,0.17,0.08,6.16
1,0,0.93,0.08,0.08,5.65
0,1,1.18,0.08,0.08,4.89
1,0,0.93,0.25,0.08,4.05
0,1,0.93,0.17,0.08,4.13
1,0,0.93,0.25,0.00,3.96
1,0,0.93,0.17,0.00,3.88
1,0,1.10,0.25,0.00,3.54
1,0,1.10,0.25,0.00,3.54
0,1,0.76,0.17,0.08,2.62
0,1,0.76,0.08,0.08,2.53
1,0,0.51,0.08,0.00,2.70
1,0,0.51,0.25,0.08,1.60
1,0,0.25,0.17,0.00,1.86
0,1,0.76,0.17,0.08,1.52
0,1,0.34,0.08,0.08,1.01
0,1,0.34,0.08,0.08,1.01
1,0,0.51,0.08,0.08,0.93
1,0,0.59,0.08,0.08,1.69
0,1,0.51,0.25,0.08,0.84
1,0,0.25,0.17,0.08,1.77
0,1,0.51,0.08,0.00,1.69
1,0,0.67,0.34,0.25,2.36
1,0,0.42,0.17,0.00,2.36
1,0,0.42,0.17,0.00,2.36
1,0,0.67,0.08,0.08,2.11
0,1,0.67,0.17,0.17,2.19
1,0,0.93,0.34,0.25,2.02
1,0,0.93,0.34,0.25,1.94
0,1,0.51,0.17,0.17,2.19
1,0,0.76,0.25,0.08,1.94
1,0,0.76,0.25,0.08,1.94
0,1,0.42,0.17,0.08,2.28
0,1,0.59,0.17,0.08,1.86
1,0,0.42,0.17,0.08,2.19
1,0,0.34,0.17,0.00,2.36
1,0,4.89,0.25,0.17,2.28
0,1,0.34,0.25,0.08,2.11
1,0,0.25,0.08,0.00,2.62
1,0,0.25,0.08,0.00,2.62
0,1,0.42,0.08,0.08,2.45
0,1,0.51,0.25,0.08,2.53
0,1,0.34,0.17,0.17,2.36
0,1,0.59,0.34,0.08,2.95
1,0,0.17,0.17,0.08,2.62
1,0,0.17,0.17,0.08,2.62
1,0,0.59,0.17,0.00,2.87
1,0,0.59,0.25,0.08,2.87
1,0,0.34,0.25,0.08,2.36
1,0,0.51,0.34,0.08,2.36
0,1,0.51,0.25,0.08,2.28
1,0,0.59,0.25,0.00,2.78
0,1,0.34,0.17,0.08,2.87
1,0,0.51,0.17,0.08,2.78
0,1,0.42,0.17,0.00,1.43
1,0,0.51,0.25,0.08,1.35
1,0,0.67,0.08,0.00,1.01
1,0,0.51,0.17,0.08,0.93
0,1,0.34,0.25,0.08,0.25
0,1,0.51,0.08,0.08,0.67
0,1,0.67,0.08,0.08,1.18
1,0,0.76,0.17,0.08,0.93
0,1,0.76,0.34,0.08,1.10
0,1,10.12,0.08,0.08,0.67
0,1,0.34,0.17,0.08,1.10
1,0,0.42,0.25,0.08,0.59
1,0,0.59,0.08,0.08,0.67
0,1,0.42,0.25,0.08,0.59
0,1,0.42,0.08,0.08,0.42
1,0,0.76,0.34,0.08,2.70
0,1,0.67,0.25,0.17,2.19
1,0,0.93,0.08,0.17,2.02
1,0,0.67,0.25,0.08,3.04
1,0,0.59,0.08,0.08,2.87
1,0,0.76,0.34,0.25,2.95
0,1,0.84,0.08,0.08,4.05
0,1,0.84,0.17,0.08,3.96
0,1,0.84,0.08,0.17,3.46
0,1,1.01,0.17,0.17,3.88
1,0,0.76,0.17,0.08,4.05
1,0,0.84,0.34,0.17,3.63
0,1,0.67,0.25,0.17,4.13
1,0,0.51,0.17,0.00,4.30
0,1,1.01,0.17,0.17,5.23
1,0,0.67,0.17,0.25,5.57
1,0,0.93,0.08,0.08,4.39
0,1,1.18,0.17,0.08,3.04
1,0,0.67,0.25,0.08,2.62
1,0,27.08,0.34,0.08,1.27
1,0,1.35,0.17,0.51,4.56
1,0,0.93,0.08,0.25,4.64
1,0,2.02,0.17,1.43,7.17
1,0,1.77,0.17,0.67,4.72
1,0,1.43,0.08,0.17,5.48
1,0,0.25,0.17,0.17,2.28
1,0,0.17,0.34,0.00,2.19
0,1,0.25,0.17,0.08,2.19
1,0,1.01,0.17,0.08,2.87
0,1,0.34,0.17,0.08,4.22
0,1,0.93,0.42,0.08,4.64
1,0,0.34,0.00,0.00,4.05
1,0,0.51,0.08,0.08,4.30
0,1,0.59,0.25,0.17,4.30
1,0,0.59,0.25,0.08,4.30
1,0,0.17,0.08,0.08,5.23
1,0,0.08,0.08,0.00,5.40
1,0,0.67,0.17,0.08,6.16
1,0,0.93,0.00,0.08,4.39
1,0,0.34,0.17,0.08,4.13
1,0,0.34,0.25,0.00,4.13
0,1,0.84,0.17,0.08,3.04
0,1,0.76,0.17,0.08,3.04
0,1,0.76,0.17,0.08,3.12
0,1,0.59,0.08,0.08,2.87
1,0,0.59,0.08,0.08,2.11
1,0,0.59,0.17,0.08,2.11
1,0,0.42,0.17,0.08,1.77
0,1,0.42,0.08,0.08,2.02
0,1,0.25,0.08,0.08,1.01
1,0,0.34,0.17,0.00,0.93
0,1,0.25,0.25,0.08,0.84
0,1,0.51,0.17,0.08,1.35
1,0,0.25,0.25,0.08,1.10
0,1,0.59,0.17,0.08,1.35
0,1,0.51,0.25,0.08,1.27
1,0,0.25,0.25,0.08,1.01
1,0,0.59,0.08,0.08,0.93
1,0,0.25,0.17,0.08,1.43
1,0,0.42,0.34,0.00,1.60
0,1,0.42,0.25,0.08,1.69
1,0,0.42,0.17,0.00,1.69
0,1,0.25,0.17,0.08,1.77
0,1,0.25,0.17,0.08,2.19
0,1,0.51,0.08,0.08,1.94
0,1,0.34,0.17,0.08,2.53
1,0,0.42,0.17,0.00,2.11
0,1,0.51,0.08,0.08,1.86
1,0,0.51,0.08,0.08,2.45
1,0,0.51,0.17,0.00,2.62
0,1,0.51,0.25,0.08,2.19
1,0,0.51,0.34,0.08,2.45
0,1,0.17,0.17,0.08,2.19
1,0,0.42,0.25,0.00,2.28
1,0,0.34,0.17,0.08,2.36
1,0,0.34,0.17,0.08,2.11
0,1,0.25,0.17,0.00,2.70
1,0,0.34,0.34,0.08,2.87
1,0,0.42,0.17,0.00,1.94
1,0,0.42,0.17,0.00,1.94
0,1,0.59,0.34,0.08,2.11
1,0,0.59,0.34,0.08,2.11
1,0,0.59,0.34,0.08,2.11
1,0,0.34,0.25,0.00,2.45
0,1,0.25,0.17,0.08,2.36
0,1,0.25,0.17,0.08,2.45
1,0,0.42,0.17,0.08,2.11
1,0,0.17,0.08,0.08,0.59
1,0,0.42,0.08,0.08,0.17
1,0,0.59,0.34,0.00,0.51
0,1,0.34,0.17,0.08,0.25
1,0,0.84,0.34,0.08,0.67
1,0,0.42,0.34,0.08,0.25
1,0,0.67,0.25,0.08,0.67
0,1,0.67,0.25,0.08,0.67
1,0,0.59,0.08,0.08,0.25
0,1,0.34,0.34,0.08,1.18
1,0,0.59,0.34,0.17,3.04
1,0,0.76,0.34,0.34,4.47
0,1,0.59,0.25,0.00,5.65
1,0,0.59,0.25,0.08,5.65
1,0,0.59,0.25,0.08,5.65
0,1,1.10,0.08,0.08,3.04
1,0,1.10,0.00,0.00,3.04
1,0,1.18,0.08,0.08,3.04
1,0,23.28,0.25,0.08,3.46
1,0,0.67,0.25,0.17,2.28
1,0,0.34,0.34,0.00,2.02
1,0,0.93,0.25,0.08,2.62
0,1,0.42,0.08,0.08,1.94
1,0,27.00,0.17,0.08,1.77
0,1,0.93,0.25,0.25,2.19
0,1,0.67,0.17,0.25,4.30
1,0,1.01,0.08,0.42,5.31
0,1,1.35,0.25,0.25,3.04
1,0,1.86,0.25,0.17,2.78
1,0,1.69,0.08,0.17,2.70
1,0,1.52,0.08,0.42,2.78
1,0,1.43,0.00,0.00,3.96
0,1,0.84,0.08,0.08,4.22
1,0,1.01,0.08,0.08,4.81
1,0,1.60,0.25,0.00,5.31
0,1,0.51,0.25,0.08,5.65
1,0,1.10,0.17,0.08,5.31
0,1,0.84,0.08,0.00,5.65
1,0,0.67,0.25,0.08,5.82
0,1,0.76,0.17,0.08,6.07
0,1,1.10,0.08,0.08,6.16
0,1,0.59,0.08,0.08,5.15
0,1,1.18,0.34,0.08,4.81
1,0,1.01,0.08,0.17,4.47
1,0,0.76,0.17,0.08,4.81
1,0,0.59,0.25,0.17,4.98
0,1,0.51,0.17,0.17,5.15
0,1,0.84,0.08,0.00,3.04
1,0,1.35,0.25,0.08,2.78
1,0,0.67,0.17,0.17,3.29
1,0,1.35,0.25,0.00,2.70
0,1,0.67,0.25,0.00,2.28
